frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.98,1,0.127434,0.239725,-0.962441,-0.059974,0.213986,-0.974994,0.035,0.23,-33.9,6.5,293.2,0.184,0.013,-0.029,0.05,0,0,0.36,0,0,0,0,0,0.46,0,0.3,0.16,0.26,0.82,0.71,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,4,0,0,58.691,96,12.6,0.006636889,-0.017807746,0,261.7767334,-0.030870453,-0.10000205,1.92500205,8.06E-06,0,0,0,0
2,0,0.037,0.98,1,0.131864,0.24743,-0.959891,-0.058447,0.234705,-0.970308,0.038,0.245,-33.8,6.3,291.6,0.188,0.017,-0.035,0.15,0,0,0.28,0,0,0,0.02,0,0.55,0,0.28,0.2,0.33,0.55,0.34,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,58.691,96,12.6,0.006636889,-0.017807746,0,261.7767334,-0.030870453,-0.10000205,1.92500205,8.06E-06,0,0,0,0
3,0,0.074,0.98,1,0.122279,0.265946,-0.956201,-0.06346,0.251588,-0.965752,0.031,0.263,-34,6,292.1,0.2,0.032,-0.042,0.22,0,0,0.25,0,0,0,0.12,0,0.61,0,0.38,0.19,0.46,0.38,0.1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,58.691,96,12.6,0.006636889,-0.017807746,0,261.7767334,-0.030870453,-0.10000205,1.92500205,8.06E-06,0,0,0,0
4,0,0.111,0.98,1,0.118347,0.272578,-0.954827,-0.068319,0.260895,-0.962947,0.026,0.271,-34,5.8,292.6,0.208,0.035,-0.045,0.28,0,0,0.19,0,0,0,0.17,0,0.67,0,0.61,0.18,0.59,0.36,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,4,0,0,58.691,96,12.6,0.006636889,-0.017807746,0,261.7767334,-0.030870453,-0.10000205,1.92500205,8.06E-06,0,0,0,0
5,0,0.148,0.98,1,0.113662,0.279419,-0.953418,-0.068286,0.276063,-0.958711,0.024,0.283,-34,5.8,292.5,0.224,0.039,-0.048,0.35,0,0,0.24,0,0,0,0.24,0,0.61,0,0.58,0.17,0.71,0.31,0.06,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,58.691,96,12.6,0.006636889,-0.017807746,0,261.7767334,-0.030870453,-0.10000205,1.92500205,8.06E-06,0,0,0,0
6,0,0.185,0.98,1,0.122249,0.298047,-0.946691,-0.068486,0.293537,-0.953491,0.028,0.302,-33.8,5.6,292.8,0.243,0.039,-0.053,0.32,0,0,0.26,0,0,0,0.34,0,0.57,0.02,0.6,0.12,0.78,0.24,0.2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,4,0,0,58.691,96,12.6,0.006636889,-0.017807746,0,261.7767334,-0.030870453,-0.10000205,1.92500205,8.06E-06,0,0,0,0
7,0,0.222,0.98,1,0.135327,0.303345,-0.943222,-0.072672,0.296982,-0.952114,0.033,0.307,-33.7,5.1,294,0.244,0.042,-0.056,0.26,0,0,0.37,0,0,0,0.45,0,0.47,0.05,0.59,0.05,0.86,0.1,0.33,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,4,0,0,58.691,96,12.6,0.006636889,-0.017807746,0,261.7767334,-0.030870453,-0.10000205,1.92500205,8.06E-06,0,0,0,0
8,0,0.259,0.98,1,0.137479,0.296219,-0.945174,-0.079084,0.292934,-0.952856,0.031,0.301,-33.8,5,294.4,0.235,0.043,-0.057,0.15,0,0,0.39,0,0,0,0.39,0,0.44,0.06,0.71,0,0.88,0.04,0.36,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,4,0,0,58.691,96,12.6,0.006636889,-0.017807746,0,261.7767334,-0.030870453,-0.10000205,1.92500205,8.06E-06,0,0,0,0
9,0,0.296,0.98,1,0.115432,0.298793,-0.947311,-0.071509,0.281686,-0.956838,0.023,0.296,-33.7,4.6,296.1,0.226,0.042,-0.06,0.09,0,0,0.31,0,0,0,0.42,0,0.58,0.1,0.88,0,0.92,0.1,0.31,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,4,0,0,58.691,96,12.6,0.006636889,-0.017807746,0,261.7767334,-0.030870453,-0.10000205,1.92500205,8.06E-06,0,0,0,0
10,0,0.333,0.98,1,0.120321,0.309538,-0.943244,-0.065737,0.298504,-0.952142,0.029,0.31,-34,4.2,298.2,0.233,0.048,-0.063,0.03,0,0,0.14,0,0,0,0.49,0.01,0.8,0.14,1.04,0,0.87,0.19,0.26,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,4,0,0,58.691,96,12.6,0.006636889,-0.017807746,0,261.7767334,-0.030870453,-0.10000205,1.92500205,8.06E-06,0,0,0,0
11,0,0.37,0.98,1,0.12705,0.309146,-0.94249,-0.072623,0.301074,-0.950831,0.029,0.312,-34.2,4.3,298.7,0.232,0.053,-0.065,0.06,0,0,0.12,0,0,0,0.78,0.09,1.1,0.26,1.28,0,0.96,0.24,0.27,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,4,0,0,58.691,96,12.6,0.006636889,-0.017807746,0,261.7767334,-0.030870453,-0.10000205,1.92500205,8.06E-06,0,0,0,0
