frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.98,1,0.157971,0.029504,-0.987003,0.02136,0.048662,-0.998587,0.09,0.039,-50,44.8,291.3,-0.135,-0.036,0.014,0,0,3.05,0,1.39,2.42,1.81,1.25,0,1.79,0,0.9,0.22,1.13,0.16,0.13,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,4,0,0,102.6947,79,8.7,0.005296534,-0.01780772,0,262.9486084,-0.063850067,-0.100003958,1.925003958,8.06E-06,0,0,0,0.004464
2,0,0.036,0.98,1,0.171642,0.034243,-0.984564,-0.00326,0.073804,-0.997267,0.085,0.054,-50.2,45.2,292.6,-0.129,-0.028,0.015,0,0,3.23,0,1.44,2.76,2.02,1.37,0,1.89,0,0.92,0.2,1.14,0.05,0.04,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,4,0,0,102.6947,79,8.7,0.005296534,-0.01780772,0,262.9486084,-0.063850067,-0.100003958,1.925003958,8.06E-06,0,0,0,0.004464
3,0,0.071,0.98,1,0.160985,0.034676,-0.986347,-0.008525,0.075321,-0.997123,0.077,0.055,-50.4,45.4,293.4,-0.13,-0.026,0.014,0,0,3.31,0,1.46,2.93,2.13,1.46,0,1.96,0,0.91,0.21,1.13,0.06,0.04,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,4,0,0,102.6947,79,8.7,0.005296534,-0.01780772,0,262.9486084,-0.063850067,-0.100003958,1.925003958,8.06E-06,0,0,0,0.004464
4,0,0.107,0.98,1,0.152449,0.031853,-0.987798,0.00236,0.086823,-0.996221,0.078,0.06,-50.5,45.7,294.2,-0.129,-0.027,0.015,0,0,3.28,0,1.46,2.85,2.15,1.52,0,1.98,0,0.93,0.19,1.12,0.11,0.05,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,4,0,0,102.6947,79,8.7,0.005296534,-0.01780772,0,262.9486084,-0.063850067,-0.100003958,1.925003958,8.06E-06,0,0,0,0.004464
5,0,0.143,0.98,1,0.152976,0.031498,-0.987728,-0.002454,0.082396,-0.996597,0.076,0.057,-50.5,45.7,294.2,-0.129,-0.027,0.016,0,0,3.25,0,1.45,2.81,2.1,1.53,0,1.99,0,0.92,0.2,1.11,0.16,0.05,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,4,0,0,102.6947,79,8.7,0.005296534,-0.01780772,0,262.9486084,-0.063850067,-0.100003958,1.925003958,8.06E-06,0,0,0,0.004464
6,0,0.179,0.98,1,0.154725,0.032902,-0.98741,-0.002263,0.084537,-0.996418,0.077,0.059,-50.5,45.7,294.3,-0.129,-0.027,0.016,0,0,3.26,0,1.45,2.8,2.12,1.54,0,1.97,0,0.96,0.19,1.08,0.15,0.01,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,4,0,0,102.6947,79,8.7,0.005296534,-0.01780772,0,262.9486084,-0.063850067,-0.100003958,1.925003958,8.06E-06,0,0,0,0.004464
7,0,0.214,0.98,1,0.156588,0.036878,-0.986975,-0.012124,0.071418,-0.997373,0.073,0.055,-50.4,45.6,294.1,-0.128,-0.025,0.017,0,0,3.26,0,1.45,2.67,2.16,1.55,0,1.95,0,0.96,0.22,1.04,0.12,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,4,0,0,102.6947,79,8.7,0.005296534,-0.01780772,0,262.9486084,-0.063850067,-0.100003958,1.925003958,8.06E-06,0,0,0,0.004464
8,0,0.25,0.98,1,0.162049,0.038676,-0.986024,-0.011146,0.072615,-0.997298,0.076,0.056,-50.4,45.6,294.4,-0.127,-0.027,0.018,0,0,3.27,0,1.45,2.59,2.2,1.57,0,1.91,0,0.95,0.24,0.99,0.1,0.01,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,4,0,0,102.6947,79,8.7,0.005296534,-0.01780772,0,262.9486084,-0.063850067,-0.100003958,1.925003958,8.06E-06,0,0,0,0.004464
9,0,0.286,0.98,1,0.165938,0.031956,-0.985618,-0.012839,0.071816,-0.997335,0.077,0.052,-50.3,45.5,294.1,-0.129,-0.025,0.018,0,0,3.3,0,1.46,2.49,2.21,1.56,0,1.92,0,0.94,0.22,0.97,0.09,0.04,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,4,0,0,102.6947,79,8.7,0.005296534,-0.01780772,0,262.9486084,-0.063850067,-0.100003958,1.925003958,8.06E-06,0,0,0,0.004464
10,0,0.321,0.98,1,0.168117,0.034586,-0.98516,-0.008899,0.079668,-0.996782,0.08,0.058,-50.2,45.5,294.1,-0.129,-0.025,0.018,0,0,3.36,0,1.48,2.6,2.18,1.55,0,1.92,0,0.95,0.23,0.96,0.08,0.08,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,4,0,0,102.6947,79,8.7,0.005296534,-0.01780772,0,262.9486084,-0.063850067,-0.100003958,1.925003958,8.06E-06,0,0,0,0.004464
