frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.98,1,0.19123,0.287001,-0.938649,0.025557,0.332711,-0.942682,0.115,0.318,-19,-14.6,282.2,0.089,-0.136,0.098,0.08,0,0.7,0,0.64,0,0,0.79,0.59,1.27,0,0.3,0.5,0,0.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,104.0215,87,17.3,0.009080551,0.021365645,0,264.5599365,-0.019365936,-0.10000062,1.92500062,1.23E-05,,,,
2,0,0.038,0.98,1,0.152233,0.299089,-0.942004,0.013361,0.329482,-0.944067,0.088,0.322,-19.9,-14.2,282.3,0.079,-0.13,0.103,0.07,0,0.8,0.06,0.72,0,0,0.71,0.59,1.08,0,0.19,0.27,0,0.28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,104.0215,87,17.3,0.009080551,0.021365645,0,264.5599365,-0.019365936,-0.10000062,1.92500062,1.23E-05,,,,
3,0,0.077,0.98,1,0.17281,0.283532,-0.943264,0.002147,0.324013,-0.94605,0.092,0.311,-20.6,-13.4,281.2,0.079,-0.127,0.103,0.05,0,0.75,0.18,0.75,0.07,0,0.71,0.6,1.03,0,0.19,0.16,0,0.24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,104.0215,87,17.3,0.009080551,0.021365645,0,264.5599365,-0.019365936,-0.10000062,1.92500062,1.23E-05,,,,
4,0,0.115,0.98,1,0.16513,0.285927,-0.943916,0.000461,0.326387,-0.945236,0.087,0.313,-21,-12.4,281.2,0.085,-0.123,0.103,0.09,0,0.63,0.29,0.77,0.18,0,0.76,0.62,1.05,0,0.23,0.28,0,0.24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,104.0215,87,17.3,0.009080551,0.021365645,0,264.5599365,-0.019365936,-0.10000062,1.92500062,1.23E-05,,,,
5,0,0.154,0.98,1,0.157938,0.29437,-0.942551,-0.007082,0.330002,-0.943954,0.08,0.32,-21.1,-11.5,281,0.095,-0.123,0.099,0.05,0,0.54,0.23,0.76,0.24,0,0.76,0.61,1.08,0,0.31,0.36,0,0.13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,104.0215,87,17.3,0.009080551,0.021365645,0,264.5599365,-0.019365936,-0.10000062,1.92500062,1.23E-05,,,,
6,0,0.192,0.98,1,0.142128,0.300761,-0.94305,-0.00459,0.337288,-0.94139,0.073,0.326,-21.1,-10.9,281.2,0.099,-0.125,0.096,0.06,0,0.58,0.12,0.8,0.17,0,0.78,0.6,1.09,0,0.37,0.38,0,0.06,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,104.0215,87,17.3,0.009080551,0.021365645,0,264.5599365,-0.019365936,-0.10000062,1.92500062,1.23E-05,,,,
7,0,0.231,0.98,1,0.174099,0.286311,-0.942187,-0.01172,0.325901,-0.945331,0.086,0.314,-20.8,-10.5,281.3,0.097,-0.133,0.089,0.2,0,0.69,0,0.7,0.07,0,0.81,0.6,1.06,0,0.54,0.26,0,0.06,0,0.41,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,104.0215,87,17.3,0.009080551,0.021365645,0,264.5599365,-0.019365936,-0.10000062,1.92500062,1.23E-05,,,,
8,0,0.269,0.98,1,0.214984,0.386998,-0.896668,-0.055195,0.356864,-0.932524,0.087,0.386,-18.7,-9.5,281.7,0.089,-0.166,0.081,0.44,0,0.78,0,0.53,0,0,0.75,0.61,1.04,0,0.64,0.2,0,0.22,0,0.98,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,4,0,0,104.0215,87,17.3,0.009080551,0.021365645,0,264.5599365,-0.019365936,-0.10000062,1.92500062,1.23E-05,,,,
9,0,0.308,0.98,1,0.202429,0.275491,-0.939748,-0.022904,0.345938,-0.937978,0.095,0.32,-18.7,-9.1,284.5,0.091,-0.169,0.081,0.74,0,0.8,0,0.3,0,0,0.54,0.59,0.87,0,0.59,0.34,0,0.42,0,1.25,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,4,0,0,104.0215,87,17.3,0.009080551,0.021365645,0,264.5599365,-0.019365936,-0.10000062,1.92500062,1.23E-05,,,,
10,0,0.346,0.98,1,0.307135,0.238243,-0.921362,0.0726,0.33911,-0.937941,0.201,0.301,-15.5,-8.9,277.8,0.097,-0.199,0.063,0.82,0.03,0.55,0,0.13,0,0.11,0.24,0.55,0.69,0,0.47,0.47,0,0.66,0,0.84,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,4,0,0,104.0215,87,17.3,0.009080551,0.021365645,0,264.5599365,-0.019365936,-0.10000062,1.92500062,1.23E-05,,,,
