frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.98,1,0.093491,0.131714,-0.986869,-0.056633,0.110658,-0.992244,0.019,0.122,-19.1,10.5,276.3,-0.112,0.032,0.029,0,0,0,0,1.36,1.81,0,1.17,2.03,1.04,0,0.17,0,0.27,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,58.5381,78,10.4,,-0.017703252,0,263.5345459,-0.001725677,-0.099999666,1.924999666,9.47E-05,258.109497,384.327698,0.004449,0.003869
2,0,0.037,0.98,1,0.06754,0.108571,-0.991792,-0.056838,0.079869,-0.995184,0.005,0.095,-19,10.7,275.7,-0.114,0.031,0.033,0,0,0,0.03,1.49,1.82,0,1.22,2.22,1.27,0,0.08,0,0.44,0,0,0.07,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,58.5381,78,10.4,,-0.017703252,0,263.5345459,-0.001725677,-0.099999666,1.924999666,9.47E-05,258.109497,384.327698,0.004449,0.003869
3,0,0.074,0.98,1,0.066609,0.110482,-0.991644,-0.059396,0.083643,-0.994724,0.004,0.097,-18.9,10.7,275.3,-0.111,0.03,0.035,0,0,0,0.03,1.55,1.89,0,1.25,2.29,1.37,0,0.06,0,0.49,0,0,0.22,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,58.5381,78,10.4,,-0.017703252,0,263.5345459,-0.001725677,-0.099999666,1.924999666,9.47E-05,258.109497,384.327698,0.004449,0.003869
4,0,0.111,0.98,1,0.100659,0.096662,-0.990214,-0.075627,0.074051,-0.994383,0.013,0.086,-19,11.2,277,-0.117,0.033,0.037,0,0,0,0,1.53,2,0,1.21,2.27,1.47,0,0.04,0,0.43,0,0,0.48,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,58.5381,78,10.4,,-0.017703252,0,263.5345459,-0.001725677,-0.099999666,1.924999666,9.47E-05,258.109497,384.327698,0.004449,0.003869
5,0,0.148,0.98,1,0.06858,0.127348,-0.989484,-0.157432,0.13933,-0.977651,-0.045,0.135,-19,11.7,278.4,-0.121,0.033,0.039,0,0,0,0,1.47,1.85,0,1.24,2.23,1.44,0,0.04,0,0.3,0,0,0.95,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,4,0,0,58.5381,78,10.4,,-0.017703252,0,263.5345459,-0.001725677,-0.099999666,1.924999666,9.47E-05,258.109497,384.327698,0.004449,0.003869
6,0,0.185,0.98,1,0.122591,0.161514,-0.979227,-0.0545,0.097856,-0.993707,0.034,0.131,-18.7,13.8,278.5,-0.105,0.023,0.04,0,0,0,0,1.27,1.19,0,1.18,2.29,1.39,0,0,0,0.17,0,0,1.08,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,4,0,0,58.5381,78,10.4,,-0.017703252,0,263.5345459,-0.001725677,-0.099999666,1.924999666,9.47E-05,258.109497,384.327698,0.004449,0.003869
7,0,0.222,0.98,1,0.110587,-0.144744,-0.98327,-0.018498,-0.058998,-0.998087,0.046,-0.102,-18.9,14.5,281.1,-0.123,0.023,0.035,0,0,0,0,1.01,0.46,0,1.11,2.27,1.27,0,0,0,0.07,0,0,1.22,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,4,0,0,58.5381,78,10.4,,-0.017703252,0,263.5345459,-0.001725677,-0.099999666,1.924999666,9.47E-05,258.109497,384.327698,0.004449,0.003869
8,0,0.259,0.98,1,0.176146,0.20941,-0.961832,-0.073756,0.084855,-0.99366,0.052,0.149,-18.5,15.6,278.7,-0.132,0.019,0.033,0,0,0,0,0.77,0.02,0,0.91,2.27,1.28,0,0,0,0.02,0,0,1.11,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,4,0,0,58.5381,78,10.4,,-0.017703252,0,263.5345459,-0.001725677,-0.099999666,1.924999666,9.47E-05,258.109497,384.327698,0.004449,0.003869
9,0,0.296,0.88,1,0.033099,0.237807,-0.970748,-0.080011,0.126365,-0.988752,-0.024,0.184,-17.5,17.8,281.2,-0.124,0.018,0.035,0,0,0,0,0.68,0,0,0.78,2.28,1.46,0.01,0,0,0.05,0,0,1.17,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,4,0,0,58.5381,78,10.4,,-0.017703252,0,263.5345459,-0.001725677,-0.099999666,1.924999666,9.47E-05,258.109497,384.327698,0.004449,0.003869
10,0,0.333,0.88,1,0.150673,0.018652,-0.988408,-0.048881,0.081498,-0.995474,0.051,0.05,-16.2,19.1,281.7,-0.109,0.018,0.042,0,0,0,0,0.63,0,0,0.77,2.38,1.55,0.03,0,0,0.14,0,0,0.95,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,4,0,0,58.5381,78,10.4,,-0.017703252,0,263.5345459,-0.001725677,-0.099999666,1.924999666,9.47E-05,258.109497,384.327698,0.004449,0.003869
11,0,0.37,0.98,1,0.095733,-0.044384,-0.994417,-0.028553,-0.045375,-0.998562,0.034,-0.045,-15.4,19.6,285.1,-0.105,0.032,0.049,0,0,0,0,0.66,0,0,0.77,2.46,1.6,0.03,0.05,0,0.19,0.04,0,0.82,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,4,0,0,58.5381,78,10.4,,-0.017703252,0,263.5345459,-0.001725677,-0.099999666,1.924999666,9.47E-05,258.109497,384.327698,0.004449,0.003869
12,0,0.407,0.98,1,0.02307,0.002942,-0.99973,-0.007489,-0.032428,-0.999446,0.008,-0.015,-15.5,19.8,288.2,-0.1,0.041,0.051,0.01,0,0,0,0.65,0,0,0.79,2.45,1.53,0.02,0.11,0,0.24,0.04,0,0.88,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,4,0,0,58.5381,78,10.4,,-0.017703252,0,263.5345459,-0.001725677,-0.099999666,1.924999666,9.47E-05,258.109497,384.327698,0.004449,0.003869
13,0,0.444,0.98,1,0.036489,0.017492,-0.999181,-0.014965,-0.030358,-0.999427,0.011,-0.006,-14.7,19.9,288.7,-0.112,0.041,0.058,0.06,0,0,0,0.71,0,0,0.74,2.41,1.55,0.05,0.17,0,0.21,0.04,0,1.01,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,4,0,0,58.5381,78,10.4,,-0.017703252,0,263.5345459,-0.001725677,-0.099999666,1.924999666,9.47E-05,258.109497,384.327698,0.004449,0.003869
