frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.88,1,0.394091,0.196014,-0.897926,0.002685,0.1288,-0.991667,0.207,0.17,-86.3,25.9,290.8,-0.235,-0.17,0.004,0,0,0,0,1.25,1.55,1.38,1.45,0.17,0,1.41,0.22,0.91,0.5,0,0,1.04,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,4,0,0,105.744,68,11.4,0.006250823,-0.017807737,0,263.8275146,-0.044675873,-0.100002527,1.925002527,8.06E-06,0,0,0,0
2,0,0.037,0.98,1,0.37028,0.149889,-0.916748,-0.020308,0.130812,-0.991199,0.181,0.146,-85.9,24.9,290.7,-0.256,-0.167,-0.004,0,0,0,0,1.35,1.66,1.44,1.56,0.06,0,1.24,0.11,1.12,0.32,0.04,0,1.04,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,4,0,0,105.744,68,11.4,0.006250823,-0.017807737,0,263.8275146,-0.044675873,-0.100002527,1.925002527,8.06E-06,0,0,0,0
3,0,0.074,0.98,1,0.342701,0.155849,-0.926427,-0.046717,0.155507,-0.98673,0.153,0.161,-86.2,24.9,292.5,-0.254,-0.161,-0.005,0,0,0,0,1.42,1.7,1.47,1.65,0.04,0,1.17,0.04,1.3,0.2,0.1,0,1.08,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,4,0,0,105.744,68,11.4,0.006250823,-0.017807737,0,263.8275146,-0.044675873,-0.100002527,1.925002527,8.06E-06,0,0,0,0
4,0,0.111,0.98,1,0.354136,0.146104,-0.923711,-0.047872,0.157838,-0.986304,0.159,0.158,-86.1,24.8,292.8,-0.254,-0.159,-0.006,0,0,0,0,1.45,1.75,1.5,1.68,0.06,0,1.23,0.06,1.34,0.16,0.15,0,1.11,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,4,0,0,105.744,68,11.4,0.006250823,-0.017807737,0,263.8275146,-0.044675873,-0.100002527,1.925002527,8.06E-06,0,0,0,0
5,0,0.148,0.98,1,0.352778,0.15645,-0.922535,-0.04401,0.154339,-0.987037,0.16,0.161,-86,24.8,292.3,-0.253,-0.159,-0.004,0,0,0,0,1.45,1.75,1.51,1.69,0.06,0,1.26,0.04,1.47,0.16,0.16,0,1.14,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,4,0,0,105.744,68,11.4,0.006250823,-0.017807737,0,263.8275146,-0.044675873,-0.100002527,1.925002527,8.06E-06,0,0,0,0
6,0,0.185,0.98,1,0.372782,0.152555,-0.915292,-0.052993,0.161442,-0.985458,0.167,0.164,-85.8,24.7,292,-0.252,-0.16,-0.004,0,0,0,0,1.43,1.81,1.57,1.61,0.03,0,1.33,0.1,1.39,0.22,0.1,0,1.03,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,4,0,0,105.744,68,11.4,0.006250823,-0.017807737,0,263.8275146,-0.044675873,-0.100002527,1.925002527,8.06E-06,0,0,0,0
7,0,0.222,0.98,1,0.407996,0.195837,-0.891733,-0.013624,0.17368,-0.984708,0.207,0.194,-85.5,25,291.1,-0.244,-0.164,-0.005,0,0,0.08,0,1.31,1.78,1.64,1.46,0.01,0,1.47,0.12,1.4,0.4,0.12,0,1.03,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,4,0,0,105.744,68,11.4,0.006250823,-0.017807737,0,263.8275146,-0.044675873,-0.100002527,1.925002527,8.06E-06,0,0,0,0
8,0,0.259,0.88,1,0.415712,0.237789,-0.877861,0.031765,0.168697,-0.985156,0.236,0.215,-85.3,26.1,291.7,-0.233,-0.164,-0.003,0,0,0.09,0,1.06,1.69,1.57,1.26,0,0,1.55,0.22,1.29,0.86,0.09,0,0.68,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,4,0,0,105.744,68,11.4,0.006250823,-0.017807737,0,263.8275146,-0.044675873,-0.100002527,1.925002527,8.06E-06,0,0,0,0
9,0,0.296,0.88,1,0.273534,-0.106962,-0.955896,0.081035,-0.049762,-0.995468,0.18,-0.08,-83,26.9,287.1,-0.207,-0.175,-0.002,0,0,0.09,0,0.79,1.58,1.36,1.14,0,0.04,1.56,0.22,1.38,1.37,0.15,0,0.41,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,4,0,0,105.744,68,11.4,0.006250823,-0.017807737,0,263.8275146,-0.044675873,-0.100002527,1.925002527,8.06E-06,0,0,0,0
10,0,0.333,0.88,1,0.262426,-0.170594,-0.949753,0.127795,-0.112273,-0.985425,0.199,-0.145,-81.4,28.7,286.1,-0.187,-0.179,0.005,0,0,0.01,0,0.57,1.38,1.15,1.07,0,0.13,1.46,0.23,1.39,1.78,0.17,0,0.02,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,4,0,0,105.744,68,11.4,0.006250823,-0.017807737,0,263.8275146,-0.044675873,-0.100002527,1.925002527,8.06E-06,0,0,0,0
