frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.98,1,0.327403,0.168641,-0.929714,-0.001423,0.142339,-0.989817,0.168,0.161,-35,23.4,254.2,-0.132,-0.194,0.064,0.4,0.02,0,0,0.41,0.05,0,0,0,0.23,0,0.01,0,0,0.87,0,0.84,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
2,0,0.037,0.98,1,0.266495,0.286557,-0.920253,0.06465,0.308172,-0.949131,0.175,0.308,-35.2,24,252.5,-0.133,-0.196,0.067,0.79,0.29,0,0,0.26,0.02,0,0,0,0.3,0,0.02,0,0,1.11,0,1.85,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
3,0,0.074,0.98,1,0.342777,0.342738,-0.874663,0.093284,0.316739,-0.943914,0.235,0.348,-35.7,24.8,252.1,-0.12,-0.195,0.066,1.05,0.39,0,0,0.14,0,0,0,0,0.35,0,0.04,0,0,1.23,0,2.36,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
4,0,0.111,0.98,1,0.318466,0.34257,-0.88387,0.081504,0.333943,-0.939063,0.216,0.355,-36.2,25.2,252.4,-0.123,-0.193,0.064,1.19,0.43,0,0,0.09,0,0,0,0,0.37,0,0.05,0,0,1.21,0,2.43,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
5,0,0.148,0.98,1,0.321479,0.340653,-0.88352,0.085522,0.331695,-0.939502,0.22,0.353,-36.3,25.3,252.4,-0.124,-0.194,0.064,1.04,0.3,0,0,0.16,0,0.02,0,0,0.38,0,0.05,0,0,1.16,0,2.18,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
6,0,0.185,0.98,1,0.283745,0.269856,-0.920145,-0.00086,0.250386,-0.968146,0.149,0.269,-38.4,26.6,253.7,-0.108,-0.182,0.059,0.8,0.19,0,0,0.26,0,0.04,0,0,0.35,0,0.03,0,0,1.12,0,1.8,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
7,0,0.222,0.98,1,0.303472,0.262897,-0.915855,0.04417,0.203879,-0.977999,0.182,0.242,-39.4,27.1,250.4,-0.084,-0.174,0.057,0.51,0,0,0,0.38,0,0.07,0,0,0.26,0,0.01,0,0,1.08,0,1.49,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
8,0,0.259,0.98,1,0.297505,0.292183,-0.908911,-0.057355,0.262677,-0.963178,0.128,0.288,-41.3,28,254.1,-0.086,-0.167,0.05,0.4,0,0,0,0.42,0,0.09,0,0,0.26,0,0,0,0,1.05,0,1.44,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
9,0,0.296,0.98,1,0.295031,0.286391,-0.911557,-0.042359,0.251481,-0.966935,0.134,0.279,-41.5,28.1,254.8,-0.089,-0.168,0.051,0.37,0,0,0,0.46,0,0.14,0,0,0.3,0,0,0,0,1.01,0,1.54,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
10,0,0.333,0.98,1,0.265627,0.280375,-0.922406,-0.032628,0.267915,-0.96289,0.123,0.283,-44.6,29.6,255.5,-0.078,-0.157,0.044,0.49,0,0,0,0.37,0,0.1,0,0,0.4,0,0,0,0,0.96,0,1.48,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
11,0,0.37,0.98,1,0.277428,0.313435,-0.908181,0.066794,0.281029,-0.957372,0.182,0.308,-47.2,31.4,252.4,-0.067,-0.156,0.042,0.6,0,0,0,0.24,0,0.07,0,0,0.55,0,0.01,0,0,0.85,0,1.72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
12,0,0.407,0.98,1,0.273131,0.330712,-0.903344,-0.000223,0.331615,-0.943415,0.147,0.344,-50.7,33.3,259.8,-0.081,-0.143,0.033,0.65,0,0,0,0.13,0,0.08,0,0,0.63,0,0.01,0,0,0.81,0,2.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
13,0,0.444,0.98,1,0.309778,0.30111,-0.901871,0.01164,0.339225,-0.940633,0.173,0.334,-53.5,34.3,261.1,-0.076,-0.132,0.028,0.44,0,0,0,0.13,0,0.17,0,0,0.71,0,0.04,0,0,0.76,0,2.22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
14,0,0.481,0.98,1,0.280521,0.281584,-0.917616,-0.030965,0.32155,-0.946386,0.133,0.313,-55.5,34.4,256.2,-0.069,-0.134,0.022,0.2,0,0,0,0.13,0,0.2,0,0,0.77,0,0.03,0,0.08,0.7,0,2.11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,118.6887,72,13.4,0.005873211,-0.017807748,0,263.5345459,-0.025501678,-0.100001574,1.925001574,8.06E-06,0,0,0,0
