frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.98,1,0.17336,-0.043838,-0.983882,0.021711,0.045167,-0.998743,0.098,0.001,-49.4,44.2,280.2,-0.173,-0.069,0.018,0,0.21,1.93,0,1.61,1.64,0.04,1.49,0.66,1.24,0.02,0.15,0,0,0.59,0,0.52,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,31.653,68,12,0.014115164,-0.017807741,0,266.4642334,0.038348389,-0.099995375,1.924995375,0,613.212402,721.114502,0.003958,0.003951
2,0,0.036,0.98,1,0.170391,-0.066595,-0.983124,-0.037432,0.134321,-0.990231,0.067,0.034,-49.6,45,281.8,-0.185,-0.07,0.027,0,0.07,1.97,0,1.41,1.25,0.01,1.45,0.67,1.33,0.06,0.05,0.01,0,0.77,0,0.71,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,4,0,0,31.653,68,12,0.014115164,-0.017807741,0,266.4642334,0.038348389,-0.099995375,1.924995375,0,613.212402,721.114502,0.003958,0.003951
3,0,0.071,0.98,1,0.153108,-0.085384,-0.984514,0.015924,0.120597,-0.992574,0.085,0.018,-49.6,44.9,281.9,-0.179,-0.073,0.033,0,0.03,2.01,0,1.35,1.26,0,1.42,0.7,1.35,0.06,0,0.01,0,0.8,0,0.69,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,31.653,68,12,0.014115164,-0.017807741,0,266.4642334,0.038348389,-0.099995375,1.924995375,0,613.212402,721.114502,0.003958,0.003951
4,0,0.107,0.98,1,0.190756,-0.050653,-0.98033,0.071316,0.029034,-0.997031,0.132,-0.011,-49.7,44.7,281.2,-0.168,-0.073,0.038,0,0.03,2.02,0,1.44,1.49,0,1.43,0.71,1.32,0.04,0.03,0.03,0,0.74,0,0.44,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,31.653,68,12,0.014115164,-0.017807741,0,266.4642334,0.038348389,-0.099995375,1.924995375,0,613.212402,721.114502,0.003958,0.003951
5,0,0.143,0.98,1,0.188374,-0.041501,-0.98122,0.089502,-0.002232,-0.995984,0.14,-0.022,-49.4,44.1,279.3,-0.167,-0.078,0.04,0,0.03,1.93,0,1.54,1.82,0,1.48,0.72,1.33,0,0.1,0.01,0,0.71,0,0.31,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,31.653,68,12,0.014115164,-0.017807741,0,266.4642334,0.038348389,-0.099995375,1.924995375,0,613.212402,721.114502,0.003958,0.003951
6,0,0.179,0.98,1,0.182549,-0.033963,-0.98261,0.093852,0.009302,-0.995543,0.139,-0.012,-49.1,43.9,278.4,-0.168,-0.081,0.04,0,0,1.91,0,1.6,1.96,0,1.56,0.69,1.35,0,0.18,0.01,0,0.63,0,0.15,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,31.653,68,12,0.014115164,-0.017807741,0,266.4642334,0.038348389,-0.099995375,1.924995375,0,613.212402,721.114502,0.003958,0.003951
7,0,0.214,0.98,1,0.174054,-0.039417,-0.983947,0.072713,0.003858,-0.997345,0.124,-0.018,-49.1,43.8,278.4,-0.171,-0.08,0.04,0,0,1.91,0.01,1.6,2.1,0,1.61,0.69,1.33,0,0.25,0,0,0.53,0,0.08,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,31.653,68,12,0.014115164,-0.017807741,0,266.4642334,0.038348389,-0.099995375,1.924995375,0,613.212402,721.114502,0.003958,0.003951
8,0,0.25,0.98,1,0.175036,-0.038676,-0.983802,0.05427,-0.006725,-0.998504,0.115,-0.023,-49.1,43.7,278.7,-0.174,-0.081,0.04,0,0.02,1.98,0.01,1.59,2.06,0,1.6,0.67,1.33,0,0.24,0,0,0.48,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,31.653,68,12,0.014115164,-0.017807741,0,266.4642334,0.038348389,-0.099995375,1.924995375,0,613.212402,721.114502,0.003958,0.003951
9,0,0.286,0.98,1,0.170266,-0.035802,-0.984748,0.062821,-0.016411,-0.99789,0.117,-0.026,-49.1,43.7,278.3,-0.174,-0.082,0.041,0,0.02,1.93,0.16,1.59,2.06,0,1.59,0.69,1.3,0,0.25,0,0,0.49,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,31.653,68,12,0.014115164,-0.017807741,0,266.4642334,0.038348389,-0.099995375,1.924995375,0,613.212402,721.114502,0.003958,0.003951
10,0,0.321,0.98,1,0.170951,-0.034354,-0.984681,0.066299,-0.002618,-0.997796,0.119,-0.019,-48.9,43.6,277.6,-0.173,-0.084,0.041,0,0.02,1.88,0.2,1.59,2.01,0,1.59,0.69,1.31,0,0.22,0,0,0.55,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,4,0,0,31.653,68,12,0.014115164,-0.017807741,0,266.4642334,0.038348389,-0.099995375,1.924995375,0,613.212402,721.114502,0.003958,0.003951
