frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.98,1,0.15633,0.189662,-0.969324,0.023912,0.190255,-0.981444,0.092,0.192,-38.9,8.8,265.3,-0.043,-0.063,-0.017,0.89,0.94,0,0.19,0,0.85,0,0,0,0,0,0.06,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,,70,12.4,0.006562018,-0.017807725,0,262.2161865,-0.058481293,-0.100002527,1.925002527,8.40E-06,0,0,0.004101,0.004138
2,0,0.037,0.98,1,0.160326,0.185736,-0.969432,0.026317,0.175882,-0.984059,0.095,0.183,-38.8,9,264.5,-0.044,-0.067,-0.02,0.57,0.83,0,0.27,0,0.86,0,0,0,0.02,0,0.11,0,0,0,0.02,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,,70,12.4,0.006562018,-0.017807725,0,262.2161865,-0.058481293,-0.100002527,1.925002527,8.40E-06,0,0,0.004101,0.004138
3,0,0.074,0.98,1,0.158557,0.167973,-0.972957,0.019543,0.176674,-0.984075,0.091,0.174,-38.7,9,263.8,-0.049,-0.071,-0.021,0.44,0.75,0,0.32,0,0.88,0,0,0,0.02,0,0.12,0,0,0,0.02,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,,70,12.4,0.006562018,-0.017807725,0,262.2161865,-0.058481293,-0.100002527,1.925002527,8.40E-06,0,0,0.004101,0.004138
4,0,0.111,0.98,1,0.157997,0.164311,-0.973673,0.022776,0.172595,-0.98473,0.092,0.17,-38.7,9,263.8,-0.052,-0.07,-0.021,0.44,0.72,0,0.3,0,0.94,0,0,0,0.06,0,0.14,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,,70,12.4,0.006562018,-0.017807725,0,262.2161865,-0.058481293,-0.100002527,1.925002527,8.40E-06,0,0,0.004101,0.004138
5,0,0.148,0.98,1,0.162174,0.164862,-0.972893,0.029152,0.171158,-0.984812,0.097,0.17,-38.7,9.1,263.8,-0.053,-0.07,-0.022,0.47,0.68,0,0.28,0,1.01,0,0,0,0.04,0,0.14,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,,70,12.4,0.006562018,-0.017807725,0,262.2161865,-0.058481293,-0.100002527,1.925002527,8.40E-06,0,0,0.004101,0.004138
6,0,0.185,0.98,1,0.159168,0.165817,-0.973227,0.027944,0.173755,-0.984392,0.095,0.172,-38.6,9,264,-0.054,-0.068,-0.021,0.45,0.71,0,0.3,0,1.13,0,0,0,0.04,0,0.13,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,,70,12.4,0.006562018,-0.017807725,0,262.2161865,-0.058481293,-0.100002527,1.925002527,8.40E-06,0,0,0.004101,0.004138
7,0,0.222,0.98,1,0.160506,0.168614,-0.972526,0.018907,0.179393,-0.983596,0.091,0.176,-38.6,9,264.1,-0.052,-0.07,-0.021,0.44,0.78,0,0.37,0,1.25,0,0,0,0,0,0.06,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,,70,12.4,0.006562018,-0.017807725,0,262.2161865,-0.058481293,-0.100002527,1.925002527,8.40E-06,0,0,0.004101,0.004138
8,0,0.259,0.98,1,0.15849,0.166488,-0.973223,0.01238,0.183799,-0.982886,0.087,0.177,-38.6,9,264.2,-0.05,-0.069,-0.021,0.33,0.84,0,0.38,0,1.21,0,0,0,0,0,0.02,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,,70,12.4,0.006562018,-0.017807725,0,262.2161865,-0.058481293,-0.100002527,1.925002527,8.40E-06,0,0,0.004101,0.004138
9,0,0.296,0.98,1,0.159626,0.171724,-0.972127,0.009309,0.187262,-0.982266,0.086,0.182,-38.6,9,264,-0.049,-0.069,-0.021,0.33,0.96,0,0.32,0,1.08,0,0,0,0,0,0,0,0,0,0.03,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,,70,12.4,0.006562018,-0.017807725,0,262.2161865,-0.058481293,-0.100002527,1.925002527,8.40E-06,0,0,0.004101,0.004138
10,0,0.333,0.98,1,0.161657,0.172911,-0.971581,0.046049,0.197393,-0.979242,0.106,0.188,-38.5,9.1,264.4,-0.05,-0.071,-0.02,0.34,1.01,0,0.25,0,1.02,0,0.01,0,0,0,0.01,0,0,0,0.06,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,,70,12.4,0.006562018,-0.017807725,0,262.2161865,-0.058481293,-0.100002527,1.925002527,8.40E-06,0,0,0.004101,0.004138
