frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.98,1,0.067949,0.407319,-0.910755,-0.088964,0.374935,-0.922773,-0.011,0.403,-20.9,-3.9,286.5,0.267,0.043,-0.032,0,0.26,0,0,0.83,0,0,0,0.92,2.19,0,0.24,0,1.64,1.1,0,2.69,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,4,0,0,146.7093,65,13.2,,-0.017807643,0,264.2669678,-0.052345551,-0.099999666,1.924999666,8.41E-06,,,,
2,0,0.036,0.98,1,0.016455,0.43123,-0.902092,-0.101598,0.382937,-0.918171,-0.047,0.421,-19.7,-3.8,285.7,0.311,0.059,-0.032,0,0.45,0,0,0.89,0,0,0,0.89,2.17,0,0.53,0,1.94,1,0.09,2.69,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,4,0,0,146.7093,65,13.2,,-0.017807643,0,264.2669678,-0.052345551,-0.099999666,1.924999666,8.41E-06,,,,
3,0,0.071,0.98,1,0.0149,0.451115,-0.892341,-0.111554,0.403504,-0.908152,-0.054,0.443,-19.3,-3.8,283.4,0.336,0.067,-0.032,0,0.61,0,0,0.98,0,0,0,0.86,2.16,0,0.72,0,2.14,0.9,0.12,2.79,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,4,0,0,146.7093,65,13.2,,-0.017807643,0,264.2669678,-0.052345551,-0.099999666,1.924999666,8.41E-06,,,,
4,0,0.107,0.98,1,0.009267,0.451251,-0.892349,-0.116117,0.436996,-0.891937,-0.06,0.462,-18.3,-3.9,281.4,0.356,0.078,-0.027,0,0.52,0,0,1,0,0,0,0.82,2.12,0,0.69,0,2.23,0.85,0.11,2.79,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,4,0,0,146.7093,65,13.2,,-0.017807643,0,264.2669678,-0.052345551,-0.099999666,1.924999666,8.41E-06,,,,
5,0,0.143,0.98,1,-0.020631,0.469047,-0.882932,-0.101074,0.436191,-0.89416,-0.068,0.471,-17.5,-4,281.2,0.366,0.086,-0.02,0,0.53,0,0,1.02,0,0,0,0.69,2.11,0,0.61,0,2.28,0.82,0.22,2.89,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,4,0,0,146.7093,65,13.2,,-0.017807643,0,264.2669678,-0.052345551,-0.099999666,1.924999666,8.41E-06,,,,
6,0,0.179,0.98,1,0.000109,0.487567,-0.873086,-0.120359,0.451243,-0.884247,-0.068,0.491,-16.8,-3.8,281.7,0.381,0.103,-0.012,0,0.41,0,0,0.97,0,0,0,0.65,2.09,0,0.52,0,2.32,0.82,0.39,2.83,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,4,0,0,146.7093,65,13.2,,-0.017807643,0,264.2669678,-0.052345551,-0.099999666,1.924999666,8.41E-06,,,,
7,0,0.214,0.98,1,-0.038305,0.47392,-0.879734,-0.123935,0.450381,-0.884193,-0.092,0.483,-16.4,-3.5,280.9,0.382,0.102,-0.006,0,0.46,0,0,0.96,0,0,0,0.6,2.12,0,0.54,0,2.37,0.9,0.49,2.9,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,4,0,0,146.7093,65,13.2,,-0.017807643,0,264.2669678,-0.052345551,-0.099999666,1.924999666,8.41E-06,,,,
8,0,0.25,0.98,1,0.01407,0.504857,-0.863088,-0.121597,0.468456,-0.875079,-0.062,0.51,-16.2,-3.2,280.9,0.393,0.116,-0.006,0,0.55,0,0.03,0.88,0,0,0,0.55,2.14,0.03,0.47,0,2.33,0.98,0.56,2.89,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,4,0,0,146.7093,65,13.2,,-0.017807643,0,264.2669678,-0.052345551,-0.099999666,1.924999666,8.41E-06,,,,
9,0,0.286,0.98,1,-0.078925,0.460978,-0.883895,-0.17089,0.461674,-0.870433,-0.141,0.484,-15.9,-3,280.2,0.411,0.15,-0.004,0,0.65,0,0.03,0.82,0,0,0,0.44,2.08,0.04,0.45,0,2.23,1.17,0.62,2.96,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,4,0,0,146.7093,65,13.2,,-0.017807643,0,264.2669678,-0.052345551,-0.099999666,1.924999666,8.41E-06,,,,
10,0,0.321,0.98,1,-0.085522,0.466286,-0.88049,-0.188827,0.454524,-0.87049,-0.155,0.484,-15.5,-2.9,278.8,0.417,0.157,-0.001,0,0.77,0,0.03,0.78,0,0,0,0.35,2.07,0.16,0.33,0,2.18,1.35,0.82,2.84,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,4,0,0,146.7093,65,13.2,,-0.017807643,0,264.2669678,-0.052345551,-0.099999666,1.924999666,8.41E-06,,,,
