frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.98,1,0.160089,0.141115,-0.976964,-0.099817,0.174414,-0.9796,0.031,0.16,-32.4,29,266.6,-0.111,0.019,-0.026,0,0.41,0,0.33,0.95,1.12,0.22,1.2,0.24,0.95,0,0.11,0,0,0,0,0.19,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,64.4288,75,14.5,,-0.017690789,0,264.1204834,-0.008628387,-0.100000143,1.925000143,3.87E-05,659.180481,683.49939,0.004249,0
2,0,0.037,0.98,1,0.150397,0.146033,-0.977781,-0.087703,0.177365,-0.980229,0.032,0.164,-32.4,28.5,267.4,-0.096,0.02,-0.031,0.13,0.48,0,0.29,0.97,1.05,0.41,1.12,0.24,0.74,0,0.25,0,0,0.09,0,0.09,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,4,0,0,64.4288,75,14.5,,-0.017690789,0,264.1204834,-0.008628387,-0.100000143,1.925000143,3.87E-05,659.180481,683.49939,0.004249,0
3,0,0.074,0.98,1,0.156473,0.161785,-0.974342,-0.124264,0.188992,-0.974084,0.017,0.178,-32.1,28.2,267.7,-0.082,0.024,-0.032,0.25,0.53,0,0.3,1.02,0.97,0.56,1.06,0.18,0.59,0.17,0.36,0,0,0.18,0,0.03,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,64.4288,75,14.5,,-0.017690789,0,264.1204834,-0.008628387,-0.100000143,1.925000143,3.87E-05,659.180481,683.49939,0.004249,0
4,0,0.111,0.98,1,0.159104,0.181182,-0.970494,-0.123234,0.207491,-0.970444,0.018,0.198,-32,28.2,267.5,-0.062,0.028,-0.037,0.3,0.54,0,0.4,1.1,1.17,0.67,1.08,0.12,0.5,0.4,0.27,0,0,0.21,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,64.4288,75,14.5,,-0.017690789,0,264.1204834,-0.008628387,-0.100000143,1.925000143,3.87E-05,659.180481,683.49939,0.004249,0
5,0,0.148,0.98,1,0.158399,0.163969,-0.973665,-0.112334,0.210519,-0.971114,0.024,0.19,-31.1,28.1,268.1,-0.062,0.032,-0.033,0.39,0.51,0,0.43,1.13,1.32,0.76,1.05,0.13,0.54,0.57,0.37,0,0,0.15,0,0.04,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,64.4288,75,14.5,,-0.017690789,0,264.1204834,-0.008628387,-0.100000143,1.925000143,3.87E-05,659.180481,683.49939,0.004249,0
6,0,0.185,0.98,1,0.138208,0.172971,-0.975182,-0.121877,0.203957,-0.971364,0.008,0.191,-30.6,28.2,268.2,-0.064,0.034,-0.029,0.36,0.48,0,0.37,1.14,1.41,0.76,1.06,0.15,0.55,0.57,0.33,0,0,0.09,0,0.04,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,64.4288,75,14.5,,-0.017690789,0,264.1204834,-0.008628387,-0.100000143,1.925000143,3.87E-05,659.180481,683.49939,0.004249,0
7,0,0.222,0.98,1,0.138664,0.179852,-0.973872,-0.123405,0.20459,-0.971038,0.008,0.195,-30.6,28.1,267.8,-0.059,0.034,-0.027,0.39,0.54,0,0.29,1.12,1.34,0.77,1.04,0.15,0.58,0.48,0.37,0,0,0.11,0,0.04,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,64.4288,75,14.5,,-0.017690789,0,264.1204834,-0.008628387,-0.100000143,1.925000143,3.87E-05,659.180481,683.49939,0.004249,0
8,0,0.259,0.98,1,0.148083,0.178829,-0.972673,-0.11282,0.206671,-0.971884,0.018,0.196,-30.2,28.2,268,-0.057,0.032,-0.025,0.41,0.52,0,0.21,1.13,1.26,0.8,1.03,0.1,0.56,0.54,0.34,0,0,0.18,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,64.4288,75,14.5,,-0.017690789,0,264.1204834,-0.008628387,-0.100000143,1.925000143,3.87E-05,659.180481,683.49939,0.004249,0
9,0,0.296,0.98,1,0.140881,0.181152,-0.973312,-0.11972,0.206256,-0.971147,0.011,0.197,-29.7,28.3,267.5,-0.057,0.034,-0.022,0.42,0.52,0,0.26,1.15,1.33,0.92,1.09,0.1,0.57,0.65,0.34,0,0,0.25,0.08,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,64.4288,75,14.5,,-0.017690789,0,264.1204834,-0.008628387,-0.100000143,1.925000143,3.87E-05,659.180481,683.49939,0.004249,0
10,0,0.333,0.98,1,0.163797,0.196459,-0.966734,-0.117616,0.216281,-0.969221,0.024,0.21,-27.4,29.2,267.6,-0.053,0.032,-0.014,0.33,0.35,0,0.23,1.13,1.34,0.9,1.21,0.08,0.62,0.78,0.41,0,0,0.27,0.1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,64.4288,75,14.5,,-0.017690789,0,264.1204834,-0.008628387,-0.100000143,1.925000143,3.87E-05,659.180481,683.49939,0.004249,0
