frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.98,1,0.0979,0.06982,-0.992744,0.011333,0.045469,-0.998901,0.055,0.058,-33.8,37.4,289,-0.02,-0.003,-0.072,0.04,0,0,0,0,0,0,0,0,0.71,0,0.58,0.45,0.01,0,0,0.3,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,4,0,0,90.4994,89,6.2,0.005747563,-0.017807751,0,263.0950928,-0.015531097,-0.100000143,1.925000143,0,,,,
2,0,0.037,0.98,1,0.175104,0.019095,-0.984365,0.027929,0.075481,-0.996756,0.102,0.048,-32,39.9,291.5,-0.004,0,-0.071,0.2,0,0,0,0,0,0,0,0,0.7,0,0.52,0.17,0,0,0.05,0.1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,4,0,0,90.4994,89,6.2,0.005747563,-0.017807751,0,263.0950928,-0.015531097,-0.100000143,1.925000143,0,,,,
3,0,0.074,0.98,1,0.154889,0.002655,-0.987928,0.001512,0.060836,-0.998147,0.079,0.032,-30.6,40.8,290.4,-0.012,0.003,-0.074,0.25,0,0,0,0,0,0,0,0,0.79,0,0.43,0.06,0,0,0.08,0.03,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,4,0,0,90.4994,89,6.2,0.005747563,-0.017807751,0,263.0950928,-0.015531097,-0.100000143,1.925000143,0,,,,
4,0,0.111,0.98,1,0.155979,0.014624,-0.987652,0.008182,0.094797,-0.995463,0.083,0.055,-29.6,41.7,291.3,-0.008,0.011,-0.076,0.19,0,0,0,0,0,0,0,0,0.86,0,0.34,0.09,0,0,0.03,0.11,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,90.4994,89,6.2,0.005747563,-0.017807751,0,263.0950928,-0.015531097,-0.100000143,1.925000143,0,,,,
5,0,0.148,0.98,1,0.15761,0.007144,-0.987476,0.007878,0.093992,-0.995542,0.083,0.051,-29.5,41.9,291.6,-0.013,0.012,-0.081,0.11,0,0,0,0,0,0,0,0,1.03,0,0.31,0.23,0,0,0.09,0.17,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,90.4994,89,6.2,0.005747563,-0.017807751,0,263.0950928,-0.015531097,-0.100000143,1.925000143,0,,,,
6,0,0.185,0.98,1,0.113915,0.066074,-0.991291,0.014835,0.098378,-0.995039,0.065,0.083,-27.2,42.7,292.8,-0.01,0.019,-0.075,0.13,0,0,0,0,0,0,0,0,1.11,0,0.35,0.33,0,0,0.16,0.22,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,90.4994,89,6.2,0.005747563,-0.017807751,0,263.0950928,-0.015531097,-0.100000143,1.925000143,0,,,,
7,0,0.222,0.98,1,0.132445,0.04495,-0.990171,0.016731,0.101512,-0.994694,0.075,0.074,-26,42.6,292.4,-0.004,0.026,-0.071,0.14,0,0,0,0,0,0,0,0,1.25,0,0.39,0.36,0,0,0.22,0.14,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,90.4994,89,6.2,0.005747563,-0.017807751,0,263.0950928,-0.015531097,-0.100000143,1.925000143,0,,,,
8,0,0.259,0.98,1,0.125673,0.05377,-0.990614,0.006397,0.111238,-0.993773,0.066,0.083,-25,42.2,292.4,-0.017,0.023,-0.063,0.14,0,0,0,0,0,0,0,0,1.23,0,0.4,0.24,0,0,0.32,0.09,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,90.4994,89,6.2,0.005747563,-0.017807751,0,263.0950928,-0.015531097,-0.100000143,1.925000143,0,,,,
9,0,0.296,0.98,1,0.112185,0.058539,-0.991962,0.012233,0.104776,-0.994421,0.063,0.082,-24,41.9,292.4,-0.018,0.023,-0.056,0.16,0.01,0,0,0,0,0,0,0,1.15,0,0.42,0.19,0,0,0.33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,90.4994,89,6.2,0.005747563,-0.017807751,0,263.0950928,-0.015531097,-0.100000143,1.925000143,0,,,,
10,0,0.333,0.98,1,0.107703,0.012752,-0.994101,0.010844,0.075562,-0.997082,0.059,0.044,-22.4,41.2,291.1,-0.037,0.018,-0.048,0.19,0.06,0,0,0,0,0,0,0,1.03,0,0.51,0.21,0.02,0,0.46,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,90.4994,89,6.2,0.005747563,-0.017807751,0,263.0950928,-0.015531097,-0.100000143,1.925000143,0,,,,
