frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.98,1,0.194237,0.053915,-0.979472,-0.056034,0.216582,-0.974655,0.071,0.138,-51.1,18.7,250.9,-0.109,-0.088,-0.017,1.1,3.19,0,0,0.01,0,0,0,0,0,0,0,0,0,0.36,0,0.94,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
2,0,0.036,0.98,1,0.280589,0.25323,-0.925821,-0.108812,0.311384,-0.944034,0.092,0.293,-50.8,18.1,249.6,-0.061,-0.087,-0.01,0.81,2.91,0,0,0.05,0,0,0,0,0,0,0,0,0,0.45,0,1.13,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
3,0,0.071,0.98,1,0.300726,0.309248,-0.902181,-0.106878,0.353285,-0.929391,0.105,0.347,-51,17.9,249.9,-0.04,-0.082,-0.009,0.67,2.72,0,0,0.07,0,0.01,0,0,0,0,0,0,0,0.58,0,1.37,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
4,0,0.107,0.98,1,0.291691,0.317588,-0.90225,-0.11155,0.359302,-0.926531,0.098,0.354,-50.9,17.5,250.2,-0.031,-0.079,-0.009,0.61,2.66,0,0,0.09,0,0.05,0,0,0,0,0,0,0,0.66,0,1.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
5,0,0.143,0.98,1,0.294275,0.319378,-0.900778,-0.107043,0.368161,-0.923579,0.102,0.36,-50.9,17.4,250.6,-0.016,-0.077,-0.008,0.72,2.64,0,0,0.14,0,0.1,0,0,0,0,0,0,0,0.74,0,1.49,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
6,0,0.179,0.98,1,0.290236,0.308732,-0.905786,-0.07383,0.362872,-0.92891,0.117,0.351,-50.5,17.1,249.1,0.005,-0.08,-0.008,0.82,2.72,0,0.02,0.16,0,0.15,0,0,0,0,0,0,0,0.72,0,1.34,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
7,0,0.214,0.98,1,0.290036,0.309593,-0.905556,-0.064516,0.362926,-0.929582,0.122,0.351,-50.3,17.1,249.2,0.016,-0.081,-0.003,0.98,2.75,0,0.02,0.17,0,0.18,0,0,0,0,0,0,0,0.73,0,1.3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
8,0,0.25,0.98,1,0.287337,0.317052,-0.903834,-0.059843,0.367753,-0.927996,0.124,0.358,-50.2,17.1,249,0.028,-0.08,0,0.97,2.61,0,0.02,0.16,0,0.15,0,0,0,0,0,0,0,0.76,0,1.34,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
9,0,0.286,0.98,1,0.288913,0.326808,-0.899848,-0.061159,0.37018,-0.926945,0.124,0.364,-50.2,17.2,248.7,0.036,-0.08,0.003,0.93,2.45,0,0.04,0.18,0,0.12,0.02,0,0,0,0,0,0,0.76,0,1.43,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
10,0,0.321,0.98,1,0.286056,0.337407,-0.896844,-0.054181,0.364742,-0.929531,0.126,0.367,-50.1,17.2,248.1,0.041,-0.081,0.008,0.86,2.34,0,0.05,0.2,0,0.09,0.05,0,0,0,0,0,0,0.73,0,1.43,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
11,0,0.357,0.98,1,0.290863,0.345938,-0.892034,-0.057316,0.366565,-0.928625,0.128,0.373,-50.1,17.2,247.9,0.052,-0.082,0.011,0.85,2.28,0,0.08,0.19,0,0.07,0.05,0,0,0,0,0,0,0.72,0,1.47,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
12,0,0.393,0.98,1,0.28507,0.370162,-0.884147,-0.077019,0.389039,-0.917996,0.115,0.399,-50.2,17,246.1,0.064,-0.083,0.019,0.87,2.1,0,0.12,0.12,0,0.04,0.03,0,0,0,0,0,0,0.73,0,1.5,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
13,0,0.429,0.98,1,0.300928,0.37486,-0.876882,-0.074631,0.39784,-0.914415,0.126,0.407,-50.8,17.3,245.7,0.068,-0.081,0.021,0.87,2.01,0,0.27,0.1,0,0,0,0,0,0,0,0.03,0,0.78,0,1.52,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
14,0,0.464,0.98,1,0.280542,0.367159,-0.886843,-0.096707,0.393458,-0.914242,0.102,0.4,-51.6,17.9,244.8,0.076,-0.079,0.024,0.81,1.88,0,0.47,0.06,0,0,0,0,0,0,0,0.08,0,0.83,0,1.59,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
15,0,0.5,0.98,1,0.269609,0.388507,-0.881121,-0.115559,0.409251,-0.905074,0.086,0.42,-54.3,19.3,244.1,0.088,-0.064,0.028,0.73,1.79,0,0.47,0.09,0,0,0.05,0,0,0,0,0.08,0,0.92,0,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
16,0,0.536,0.98,1,0.246443,0.430753,-0.868169,-0.07899,0.401833,-0.9123,0.094,0.437,-56,19.8,243.7,0.099,-0.055,0.034,0.89,1.67,0,0.61,0.07,0,0,0.13,0,0,0,0,0.05,0,0.99,0,1.39,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
17,0,0.571,0.98,1,0.248454,0.339922,-0.907041,-0.083217,0.358231,-0.929917,0.09,0.363,-57.6,19.9,240.1,0.092,-0.066,0.05,0.92,1.6,0,0.65,0.11,0,0,0.22,0,0,0,0,0,0,0.96,0,1.11,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
18,0,0.607,0.98,1,0.220728,0.402701,-0.888319,-0.084369,0.416608,-0.905163,0.076,0.429,-58.4,19.6,239.9,0.104,-0.066,0.046,1.1,1.53,0,0.92,0.1,0,0,0.28,0,0,0,0,0,0,0.87,0,0.9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
19,0,0.643,0.98,1,0.190499,0.35152,-0.916594,-0.079072,0.36078,-0.929293,0.06,0.368,-58.4,19.4,238,0.094,-0.067,0.049,0.97,1.38,0,0.98,0.07,0,0,0.32,0,0,0,0.04,0.01,0,0.8,0,0.66,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
20,0,0.679,0.98,1,0.146957,0.364621,-0.919486,-0.065424,0.396882,-0.915535,0.044,0.393,-61.8,19.3,238.3,0.096,-0.057,0.053,1.16,1.5,0,0.94,0.04,0,0,0.35,0,0,0,0.1,0.01,0,0.78,0,0.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
21,0,0.714,0.98,1,0.192288,0.341276,-0.920085,-0.058726,0.347141,-0.935972,0.072,0.355,-62.5,19.5,238.9,0.104,-0.065,0.069,1.21,1.67,0,0.82,0.04,0,0,0.43,0,0,0.03,0.18,0.06,0,0.77,0,0.83,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
22,0,0.75,0.98,1,0.181719,0.344091,-0.921184,-0.037805,0.358877,-0.932619,0.077,0.362,-64.2,19.7,239.3,0.109,-0.063,0.076,1.37,1.89,0,0.69,0.08,0,0,0.47,0.01,0,0.11,0.25,0.08,0,0.72,0,0.98,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
23,0,0.786,0.98,1,0.199825,0.350749,-0.914901,-0.047825,0.356245,-0.933168,0.082,0.365,-65.5,20.1,239.4,0.111,-0.064,0.079,1.45,1.96,0,0.81,0.08,0,0,0.53,0.05,0,0.22,0.32,0.15,0,0.72,0,0.96,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
24,0,0.821,0.98,1,0.218463,0.349016,-0.911297,-0.053518,0.353174,-0.934026,0.089,0.364,-66.3,20.4,238.8,0.112,-0.069,0.079,1.48,1.96,0,0.95,0.06,0,0,0.57,0.08,0,0.19,0.35,0.18,0,0.68,0,0.87,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,94.7113,70,13.5,0.005425276,-0.017807751,0,264.2669678,-0.000959,-0.099999666,1.924999666,8.06E-06,,,,
