frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.98,1,0.121171,0.150527,-0.981152,-0.124187,0.384826,-0.914596,-0.002,0.275,-27.1,-9.1,270.6,0.134,0.049,-0.007,0.42,0.66,0,0,0.19,0.28,0,0,0,0.38,0,0.09,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
2,0,0.038,0.98,1,0.087388,0.139032,-0.986425,-0.170107,0.396999,-0.901918,-0.044,0.277,-29.2,-8.8,274.2,0.138,0.088,0.007,0.29,0.66,0,0.01,0.16,0.22,0,0,0,0.14,0,0.12,0,0.02,0,0.02,0.45,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
3,0,0.077,0.98,1,0.083465,0.174687,-0.98108,-0.177789,0.418977,-0.890421,-0.05,0.307,-29.3,-8.4,273.3,0.153,0.071,0.004,0.24,0.64,0,0.02,0.17,0.23,0,0,0,0.01,0,0.15,0,0.08,0,0.05,0.41,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
4,0,0.115,0.98,1,0.052974,0.171105,-0.983828,-0.170475,0.444961,-0.879175,-0.063,0.319,-30.9,-7.9,274.4,0.162,0.094,0.007,0.48,0.72,0,0.02,0.27,0.43,0,0,0,0,0,0.19,0,0.08,0,0.07,0.86,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
5,0,0.154,0.98,1,0.228476,0.446916,-0.864908,-0.216682,0.461159,-0.860454,0.007,0.484,-32.1,-6.6,274.7,0.168,0.097,0,0.62,0.7,0,0,0.31,0.32,0,0,0,0,0,0.16,0,0.06,0.02,0.13,1.55,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
6,0,0.192,0.98,1,0.226899,0.470891,-0.852513,-0.242468,0.502526,-0.829865,-0.009,0.525,-32.6,-6.3,275.3,0.176,0.105,-0.006,0.76,0.66,0,0,0.36,0.22,0,0,0,0,0,0.15,0.02,0,0.02,0.2,2.19,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
7,0,0.231,0.98,1,0.22346,0.474406,-0.851472,-0.233453,0.507117,-0.829658,-0.006,0.528,-32.5,-6.3,274.6,0.181,0.106,-0.01,0.65,0.55,0,0,0.43,0.12,0,0,0,0,0,0.17,0.02,0.01,0.03,0.34,2.11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
8,0,0.269,0.98,1,0.179536,0.467947,-0.865328,-0.222113,0.495031,-0.840006,-0.025,0.514,-33.1,-6.1,270.4,0.188,0.104,-0.017,0.51,0.46,0,0,0.49,0.37,0,0,0,0.03,0,0.14,0.02,0.04,0.11,0.55,1.8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
9,0,0.308,0.98,1,0.156496,0.449408,-0.879512,-0.224165,0.471465,-0.852919,-0.039,0.489,-33.4,-5.8,268.9,0.187,0.108,-0.024,0.4,0.34,0,0,0.52,0.52,0,0,0,0.06,0,0.14,0,0.08,0.23,0.73,1.41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
10,0,0.346,0.98,1,0.157191,0.411149,-0.897913,-0.211366,0.463678,-0.860423,-0.031,0.462,-33.9,-5.2,268.4,0.191,0.117,-0.028,0.25,0.21,0,0,0.43,0.59,0,0,0,0.06,0,0.08,0,0.09,0.37,0.84,1.01,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
11,0,0.385,0.98,1,0.028983,0.232036,-0.972275,-0.231827,0.472177,-0.850473,-0.111,0.369,-35,-3.6,269.9,0.237,0.157,-0.037,0.18,0.12,0,0,0.4,0.57,0,0,0,0.03,0,0.05,0,0.08,0.38,0.78,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
12,0,0.423,0.98,1,0.035246,0.252534,-0.966946,-0.222717,0.472855,-0.852529,-0.103,0.379,-34.8,-3.5,269.7,0.236,0.155,-0.038,0.11,0.12,0,0,0.34,0.62,0,0,0,0.01,0,0.03,0,0.06,0.36,0.79,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
13,0,0.462,0.98,1,0.017439,0.229497,-0.973153,-0.201283,0.471446,-0.858618,-0.1,0.365,-35.1,-2.8,269.3,0.24,0.162,-0.043,0.09,0.08,0,0.02,0.33,0.73,0,0,0,0.04,0,0.01,0.01,0.09,0.45,0.83,0.32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
14,0,0.5,0.98,1,0.005117,0.244549,-0.969623,-0.16905,0.505192,-0.846288,-0.09,0.392,-35.4,-0.5,268.4,0.264,0.175,-0.058,0.06,0.04,0,0.02,0.31,0.76,0,0,0,0.12,0,0.01,0.03,0.14,0.46,0.89,0.13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
15,0,0.538,0.98,1,0.000959,0.247838,-0.968801,-0.162206,0.509298,-0.845165,-0.089,0.395,-35.5,0,268.1,0.276,0.178,-0.065,0.02,0,0,0.02,0.32,0.76,0,0,0,0.21,0,0,0.05,0.14,0.59,0.91,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
16,0,0.577,0.98,1,0.002017,0.246974,-0.96902,-0.140515,0.495675,-0.857066,-0.076,0.386,-35.8,0.4,268.6,0.286,0.189,-0.069,0.02,0,0,0,0.35,0.66,0,0,0,0.23,0,0,0.08,0.11,0.58,0.87,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
17,0,0.615,0.98,1,0.006208,0.247755,-0.968803,-0.154558,0.494319,-0.85543,-0.081,0.386,-35.8,0.4,268.7,0.287,0.19,-0.07,0,0,0,0,0.35,0.55,0,0,0,0.25,0,0,0.14,0.08,0.64,0.86,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
18,0,0.654,0.98,1,-0.000568,0.250208,-0.968192,-0.161348,0.488581,-0.85747,-0.088,0.385,-35.9,0.6,268.9,0.288,0.195,-0.07,0,0,0,0,0.35,0.41,0,0,0,0.27,0.03,0,0.2,0.06,0.6,0.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
19,0,0.692,0.98,1,0.00017,0.249173,-0.968459,-0.160359,0.489827,-0.856945,-0.088,0.385,-35.8,0.6,268.4,0.296,0.2,-0.071,0,0,0,0,0.35,0.33,0,0,0,0.27,0.03,0,0.23,0.03,0.62,0.77,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
20,0,0.731,0.98,1,0.003455,0.252731,-0.96753,-0.170004,0.47517,-0.863314,-0.091,0.378,-35.6,0.7,268.4,0.298,0.207,-0.071,0,0,0,0,0.4,0.37,0,0,0,0.32,0.03,0,0.28,0,0.65,0.75,0.06,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
21,0,0.769,0.98,1,0.050302,0.261319,-0.963941,-0.27246,0.527617,-0.804603,-0.125,0.42,-34.7,1.2,268.6,0.283,0.197,-0.068,0.13,0.06,0,0,0.48,0.55,0,0,0,0.33,0,0.04,0.3,0,0.59,0.79,0.63,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
22,0,0.808,0.98,1,0.177534,0.489872,-0.853527,-0.219026,0.536188,-0.815187,-0.025,0.551,-34,1.8,268.1,0.262,0.174,-0.065,0.36,0.07,0,0,0.47,0.43,0,0,0,0.41,0.01,0.04,0.33,0,0.43,0.72,1.38,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
23,0,0.846,0.98,1,0.186269,0.497929,-0.846977,-0.243793,0.569476,-0.785024,-0.035,0.579,-34.4,2.5,270.7,0.258,0.186,-0.066,0.55,0.09,0,0,0.42,0.24,0,0,0,0.32,0.01,0.04,0.31,0,0.29,0.69,2.07,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
24,0,0.885,0.98,1,0.171138,0.497145,-0.850623,-0.261277,0.571193,-0.778121,-0.055,0.581,-34.9,2.8,270.6,0.252,0.188,-0.063,0.54,0.04,0,0,0.37,0.01,0,0,0,0.25,0.03,0,0.33,0,0.26,0.67,2.21,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
25,0,0.923,0.98,1,0.170785,0.476712,-0.86231,-0.283539,0.552522,-0.783788,-0.068,0.559,-35.7,2.9,269.9,0.251,0.194,-0.059,0.3,0.02,0,0,0.4,0.05,0,0,0,0.21,0.06,0.01,0.27,0,0.37,0.88,2.03,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
26,0,0.962,0.98,1,0.167652,0.468006,-0.867677,-0.291354,0.521377,-0.802047,-0.074,0.535,-36.7,2.8,267.1,0.244,0.192,-0.053,0.12,0,0,0,0.36,0.15,0,0,0,0.22,0.07,0.02,0.17,0.04,0.45,1.11,1.52,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,319.6727,92,15.6,0.007558891,-0.017807753,0,263.2415771,-0.008628387,-0.100001574,1.925001574,8.06E-06,0,0,0,0
27,0,1,0.98,1,0.131446,0.418948,-0.898446,-0.260356,0.467469,-0.8448,-0.074,0.47,-39.1,1.7,262.5,0.23,0.194,-0.045,0,0,0,0,0.26,0.23,0,0,0,0.23,0.05,0.02,0.03,0.04,0.55,1.33,0.86,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
28,0,1.038,0.98,1,0.103457,0.375414,-0.921065,-0.254546,0.468132,-0.846203,-0.085,0.445,-40.5,1.1,262.4,0.236,0.213,-0.034,0,0,0,0,0.12,0.43,0,0.19,0,0.28,0.2,0.64,0,0.05,0.38,1.17,0.29,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
29,0,1.077,0.98,1,-0.00489,0.255305,-0.966848,-0.260674,0.463629,-0.846816,-0.145,0.377,-41.1,-0.7,261.9,0.243,0.212,-0.035,0,0,0,0,0.53,0.73,0,0.19,0,0.22,0.44,0.63,0.58,0.02,0.46,1.07,0.05,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
30,0,1.115,0.98,1,0.005714,0.247599,-0.968846,-0.229266,0.473529,-0.850416,-0.122,0.377,-41.3,-2.1,258.2,0.275,0.207,-0.03,0,0,0,0,1.04,0.76,0.29,0.39,0.1,0.17,0.44,0.82,1.13,0.02,0.6,0.94,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
31,0,1.154,0.98,1,0.10036,0.264769,-0.959075,-0.202596,0.463729,-0.862503,-0.056,0.38,-41.7,-2.9,257.2,0.271,0.19,-0.016,0,0,0,0,1.57,0.85,0.46,0.49,0.2,0,0.26,0.61,1.13,0.21,0.97,1.21,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
32,0,1.192,0.98,1,0.060849,0.284638,-0.956702,-0.197581,0.478155,-0.855762,-0.075,0.398,-41.9,-3.4,256.7,0.265,0.183,-0.001,0,0.19,0,0,1.65,0.99,0.51,0.49,0.36,0,0,1.14,0.55,0.41,1.16,1.51,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
33,0,1.231,0.98,1,0.046398,0.275183,-0.960272,-0.185615,0.46563,-0.865295,-0.076,0.385,-42.2,-3.6,256.2,0.253,0.167,0.011,0,0.19,0,0,1.63,1.6,0.22,0.29,0.47,0,0,1.72,0.03,0.57,1.11,1.78,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
34,0,1.269,0.98,1,0.029673,0.255151,-0.966446,-0.203787,0.49101,-0.846983,-0.096,0.39,-42.5,-4,257.3,0.239,0.162,0.02,0,0.21,0,0,1.5,1.83,0.05,0,0.59,0.25,0.14,2.23,0.46,0.51,1.06,1.88,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
35,0,1.308,0.98,1,0.008498,0.213884,-0.976822,-0.204228,0.455188,-0.866657,-0.106,0.348,-42,-3.6,257.3,0.201,0.143,0.021,0,0.03,0,0,1.37,1.81,0,0,0.68,0.5,0.24,2.71,0.96,0.43,0.91,1.9,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
36,0,1.346,0.98,1,0.005798,0.216772,-0.976205,-0.182876,0.447859,-0.875202,-0.095,0.345,-42.2,-3.5,257.6,0.188,0.139,0.024,0,0.03,0,0,1.31,1.6,0,0,0.75,0.74,0.45,3,1.43,0.46,0.9,1.89,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
37,0,1.385,0.98,1,0.00415,0.186418,-0.982462,-0.210363,0.428611,-0.878658,-0.11,0.319,-42.1,-3.2,258.2,0.167,0.134,0.028,0,0.04,0,0,1.36,1.3,0,0,0.83,0.83,0.46,3.26,1.75,0.48,0.87,1.91,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
38,0,1.423,0.98,1,0.036214,0.221668,-0.974449,-0.230628,0.41793,-0.878718,-0.105,0.332,-41.9,-2.6,259.4,0.134,0.125,0.034,0,0.06,0,0,1.42,1.01,0,0,0.95,1.01,0.56,3.45,1.96,0.56,0.81,1.76,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
39,0,1.462,0.98,1,0.205843,0.301782,-0.93089,-0.181479,0.409236,-0.894199,0.013,0.371,-41.1,-1.8,257.8,0.089,0.095,0.039,0,0.1,0,0,1.48,0.81,0,0,1.04,1.22,0.74,3.54,2.27,0.57,0.7,1.59,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
40,0,1.5,0.98,1,0.232757,0.305973,-0.923149,-0.201431,0.386836,-0.89988,0.017,0.363,-40.7,0.3,261,0.067,0.087,0.051,0,0.07,0,0,1.52,0.73,0,0,1.1,1.34,1.02,3.62,2.38,0.69,0.54,1.33,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
41,0,1.538,0.98,1,0.217027,0.168708,-0.961476,-0.185561,0.367048,-0.911506,0.017,0.279,-40.1,1.7,262,0.056,0.075,0.059,0,0.04,0,0,1.5,0.62,0,0,1.07,1.33,1.18,3.78,2.58,0.85,0.42,1.16,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
42,0,1.577,0.98,1,0.218849,0.181369,-0.958755,-0.205499,0.375515,-0.903747,0.007,0.291,-39.4,3.1,263.3,0.054,0.062,0.068,0,0,0,0,1.41,0.31,0,0.02,1.01,1.29,1.14,3.98,2.67,1.09,0.29,1.18,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
43,0,1.615,0.98,1,0.248749,0.254873,-0.934432,-0.207737,0.384263,-0.899549,0.022,0.335,-38.6,4.4,264.1,0.058,0.048,0.076,0,0,0,0,1.29,0.17,0,0.02,0.9,1.22,1.08,4.03,2.56,1.26,0.14,1.21,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
44,0,1.654,0.98,1,0.272266,0.30418,-0.912878,-0.180982,0.381217,-0.906597,0.05,0.36,-37.9,5.5,265.9,0.067,0.033,0.083,0,0,0,0,1.12,0.2,0,0.02,0.8,1.08,0.95,3.93,2.44,1.23,0.04,1.32,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
45,0,1.692,0.98,1,0.237193,0.374309,-0.896455,-0.187026,0.422206,-0.886997,0.028,0.42,-37.3,6.4,267.2,0.086,0.015,0.089,0,0,0,0,0.91,0.35,0,0,0.76,0.83,0.88,3.72,2.44,1,0,1.21,0.14,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
46,0,1.731,0.98,1,0.246514,0.442815,-0.862059,-0.184645,0.448396,-0.874556,0.036,0.474,-37.4,7.6,271,0.123,0.008,0.094,0,0,0,0,0.75,0.52,0,0,0.84,0.52,0.9,3.51,2.5,0.65,0,1.03,0.45,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
47,0,1.769,0.88,1,0.268128,0.540006,-0.79781,-0.151806,0.47963,-0.864239,0.07,0.55,-36.9,9,268.1,0.221,-0.013,0.103,0.02,0,0,0,0.67,0.72,0,0,0.99,0.33,1.1,3.36,2.39,0.5,0,0.58,0.8,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,2,4,0,0,320.287,90,15.2,0.007506885,-0.017807753,0,263.0950928,-0.008628387,-0.100001574,1.925001574,1.55E-05,720.481995,729.716614,0.003933,0.003781
