frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.88,1,0.121427,-0.0059,-0.992583,0.04794,0.019237,-0.998665,0.085,0.007,-41.2,-20.2,287.8,-0.044,-0.055,0.043,0,0,0,0,0,0,0.76,0,0,0,0.49,0,0.8,0.21,0.68,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,4,0,0,381883.4492,83,17.5,0.006574905,-0.017807708,0,262.3626709,-0.074587616,-0.100003481,1.925003481,0,0,0,0,0
2,0,0.037,0.88,1,0.132966,-0.026413,-0.990769,0.058082,-0.044548,-0.997317,0.096,-0.036,-40.2,-19.6,281.3,-0.047,-0.072,0.048,0.22,0,0,0,0,0,0.4,0,0,0,0.43,0,0.56,0.12,0.41,0,0.08,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,381883.4492,83,17.5,0.006574905,-0.017807708,0,262.3626709,-0.074587616,-0.100003481,1.925003481,0,0,0,0,0
3,0,0.074,0.88,1,0.102323,-0.021986,-0.994508,0.077239,-0.067711,-0.994711,0.09,-0.045,-39.8,-19.9,276.2,-0.069,-0.079,0.044,0.63,0,0,0,0,0,0.15,0,0,0,0.32,0,0.4,0.05,0.19,0,0.24,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,381883.4492,83,17.5,0.006574905,-0.017807708,0,262.3626709,-0.074587616,-0.100003481,1.925003481,0,0,0,0,0
4,0,0.111,0.88,1,0.091862,0.032587,-0.995238,0.092518,-0.008485,-0.995675,0.092,0.012,-39.5,-19.9,272.3,-0.053,-0.078,0.038,0.84,0,0,0,0,0,0,0,0,0,0.21,0,0.22,0,0.1,0,0.46,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,0,0,381883.4492,83,17.5,0.006574905,-0.017807708,0,262.3626709,-0.074587616,-0.100003481,1.925003481,0,0,0,0,0
5,0,0.148,0.88,1,0.09152,0.08045,-0.992548,0.059832,0.125644,-0.990269,0.076,0.104,-39.1,-19.5,268.7,-0.034,-0.079,0.038,0.84,0,0,0,0,0,0,0,0,0,0.05,0,0.13,0,0.14,0,0.57,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,0,0,381883.4492,83,17.5,0.006574905,-0.017807708,0,262.3626709,-0.074587616,-0.100003481,1.925003481,0,0,0,0,0
6,0,0.185,0.88,1,0.143579,0.0974,-0.984834,0.077792,0.129677,-0.9885,0.112,0.115,-39.2,-18.9,267.1,-0.019,-0.078,0.037,0.58,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.3,0,0.71,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,0,0,381883.4492,83,17.5,0.006574905,-0.017807708,0,262.3626709,-0.074587616,-0.100003481,1.925003481,0,0,0,0,0
7,0,0.222,0.88,1,0.145837,0.117419,-0.982316,0.063586,0.172515,-0.982952,0.106,0.146,-39.3,-19.1,268.1,-0.011,-0.073,0.037,0.49,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.42,0,0.76,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,381883.4492,83,17.5,0.006574905,-0.017807708,0,262.3626709,-0.074587616,-0.100003481,1.925003481,0,0,0,0,0
8,0,0.259,0.88,1,0.137787,0.136327,-0.981035,-0.018125,0.205412,-0.978508,0.061,0.173,-39.4,-19,267.8,0.001,-0.073,0.04,0.36,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.46,0,0.82,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,381883.4492,83,17.5,0.006574905,-0.017807708,0,262.3626709,-0.074587616,-0.100003481,1.925003481,0,0,0,0,0
9,0,0.296,0.88,1,0.135544,0.1811,-0.974079,0.00211,0.208902,-0.977934,0.07,0.197,-39.4,-18.8,267,0.008,-0.077,0.041,0.26,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.51,0,0.79,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,381883.4492,83,17.5,0.006574905,-0.017807708,0,262.3626709,-0.074587616,-0.100003481,1.925003481,0,0,0,0,0
10,0,0.333,0.88,1,0.104392,0.211158,-0.971861,0.024029,0.241314,-0.97015,0.066,0.229,-40.4,-16.7,267,0.019,-0.081,0.041,0.15,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.6,0,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,381883.4492,83,17.5,0.006574905,-0.017807708,0,262.3626709,-0.074587616,-0.100003481,1.925003481,0,0,0,0,0
