frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,Distraction,Time,Drive,Stimulus,Failure,Palm.EDA,Heart.Rate,Breathing.Rate,Perinasal.Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane.Position,Distance,Gaze.X.Pos,Gaze.Y.Pos,Lft.Pupil.Diameter,Rt.Pupil.Diameter
1,0,0,0.98,1,0.217933,0.192195,-0.956852,-0.07163,0.17886,-0.981264,0.075,0.189,-40.4,41,281.5,-0.116,-0.108,0.027,0,0,0,0,0.53,0,0.11,0,0,0.09,0,0,0,0,0,0.05,0.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,196.3248,106,17.7,0.005911318,9.91E-06,0,258.114624,0.088968262,-0.100003004,1.925003004,3.72E-06,636.576782,491.227814,0.003968,0.003994
2,0,0.037,0.98,1,0.210553,0.189118,-0.959115,-0.064106,0.169724,-0.983404,0.075,0.183,-40.9,41,282.7,-0.116,-0.109,0.031,0,0,0,0,0.47,0,0.15,0,0,0.17,0,0,0,0,0,0.06,0.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,196.3248,106,17.7,0.005911318,9.91E-06,0,258.114624,0.088968262,-0.100003004,1.925003004,3.72E-06,636.576782,491.227814,0.003968,0.003994
3,0,0.074,0.98,1,0.20529,0.18809,-0.960457,-0.060331,0.170079,-0.983582,0.074,0.182,-41.2,41,283.2,-0.112,-0.109,0.032,0,0,0,0,0.47,0,0.15,0,0,0.16,0,0,0,0,0,0.06,0.81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,196.3248,106,17.7,0.005911318,9.91E-06,0,258.114624,0.088968262,-0.100003004,1.925003004,3.72E-06,636.576782,491.227814,0.003968,0.003994
4,0,0.111,0.98,1,0.214368,0.197004,-0.95668,-0.0756,0.202803,-0.976297,0.072,0.204,-41.5,40.8,282.1,-0.109,-0.112,0.032,0,0,0,0,0.48,0,0.12,0,0,0.11,0,0,0,0,0,0.03,0.84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,196.3248,106,17.7,0.005911318,9.91E-06,0,258.114624,0.088968262,-0.100003004,1.925003004,3.72E-06,636.576782,491.227814,0.003968,0.003994
5,0,0.148,0.98,1,0.214039,0.191065,-0.957957,-0.06904,0.186233,-0.980077,0.075,0.192,-41.6,40.8,282.4,-0.111,-0.111,0.032,0,0,0,0,0.47,0,0.1,0,0,0.08,0,0,0,0,0,0.03,0.89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,196.3248,106,17.7,0.005911318,9.91E-06,0,258.114624,0.088968262,-0.100003004,1.925003004,3.72E-06,636.576782,491.227814,0.003968,0.003994
6,0,0.185,0.98,1,0.215684,0.195284,-0.956737,-0.079908,0.216419,-0.973025,0.07,0.21,-41.8,40.8,282.1,-0.108,-0.112,0.033,0,0,0,0,0.46,0,0.1,0,0,0.08,0,0,0,0,0,0.02,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,196.3248,106,17.7,0.005911318,9.91E-06,0,258.114624,0.088968262,-0.100003004,1.925003004,3.72E-06,636.576782,491.227814,0.003968,0.003994
7,0,0.222,0.98,1,0.21622,0.220818,-0.951046,-0.077683,0.241256,-0.967347,0.072,0.236,-42,40.9,281.9,-0.102,-0.111,0.032,0,0,0,0,0.45,0,0.09,0,0,0.06,0,0,0,0,0,0.09,0.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,196.3248,106,17.7,0.005911318,9.91E-06,0,258.114624,0.088968262,-0.100003004,1.925003004,3.72E-06,636.576782,491.227814,0.003968,0.003994
8,0,0.259,0.98,1,0.219735,0.218347,-0.950811,-0.074026,0.236677,-0.968764,0.076,0.233,-42.3,41,282.6,-0.098,-0.109,0.032,0,0,0,0,0.46,0.02,0.1,0,0,0.03,0,0,0,0,0,0.1,0.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,196.3248,106,17.7,0.005911318,9.91E-06,0,258.114624,0.088968262,-0.100003004,1.925003004,3.72E-06,636.576782,491.227814,0.003968,0.003994
9,0,0.296,0.98,1,0.242512,0.25299,-0.936581,-0.07565,0.261597,-0.962208,0.088,0.265,-42.5,41,282.7,-0.094,-0.109,0.034,0,0,0,0,0.5,0.02,0.19,0,0,0.06,0,0,0,0,0,0.1,1.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,196.3248,106,17.7,0.005911318,9.91E-06,0,258.114624,0.088968262,-0.100003004,1.925003004,3.72E-06,636.576782,491.227814,0.003968,0.003994
10,0,0.333,0.98,1,0.259454,0.199973,-0.944825,-0.076802,0.218682,-0.972769,0.095,0.215,-42.5,40.7,281.2,-0.087,-0.111,0.035,0,0,0,0,0.53,0.02,0.29,0,0,0.06,0,0,0,0,0,0.08,1.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,196.3248,106,17.7,0.005911318,9.91E-06,0,258.114624,0.088968262,-0.100003004,1.925003004,3.72E-06,636.576782,491.227814,0.003968,0.003994
